Activity_ID,Project_ID,Employee_ID,Activity_Date,Activity_Type,Hours_Worked,Cost,Tasks_Completed,Issues_Raised,Issues_Resolved
A002113,P0070,E012,2026-09-16,Quality Review,6.3,371.19,6,0,0
A002114,P0077,E043,2025-11-09,Kickoff,2.4,139.55,4,0,0
A002115,P0050,E044,2025-07-18,Kickoff,9.9,671.53,5,0,0
A002116,P0049,E039,2025-04-27,Analysis,3.0,150.61,6,1,1
A002117,P0082,E036,2026-02-07,Client Review,6.3,380.34,7,0,1
A002118,P0090,E044,2025-07-23,Client Review,4.9,255.3,1,0,1
A002119,P0097,E019,2025-10-13,Kickoff,4.4,290.08,5,0,0
A002120,P0041,E045,2026-07-09,Kickoff,7.4,501.69,1,0,0
A002121,P0051,E045,2025-09-02,Reporting,6.1,523.43,7,0,0
A002122,P0040,E012,2026-07-09,Stakeholder Meeting,6.8,340.48,5,0,1
A002123,P0064,E004,2025-12-06,Issue Resolution,3.5,312.49,1,0,0
A002124,P0016,E027,2026-05-08,Analysis,5.1,342.29,2,1,2
A002125,P0052,E038,2025-09-21,Stakeholder Meeting,3.6,283.0,7,0,0
A002126,P0023,E043,2025-08-10,Data Collection,5.0,358.5,5,0,1
A002127,P0064,E008,2025-12-08,Analysis,5.2,440.66,1,1,2
A002128,P0103,E019,2026-01-21,Client Review,10.1,755.36,6,0,1
A002129,P0119,E039,2025-10-16,Quality Review,4.9,174.76,5,1,2
A002130,P0054,E004,2025-10-14,Reporting,0.5,29.21,0,0,1
A002131,P0007,E037,2026-06-11,Kickoff,9.0,821.72,2,1,1
A002132,P0028,E015,2026-03-05,Quality Review,6.6,409.78,6,0,0
A002133,P0013,E002,2025-04-21,Quality Review,5.2,440.46,2,0,0
A002134,P0092,E013,2026-02-22,Project Administration,4.4,383.41,0,0,0
A002135,P0119,E038,2025-10-01,Stakeholder Meeting,3.1,170.36,4,1,1
A002136,P0067,E044,2025-07-04,Kickoff,10.3,890.57,7,1,1
A002137,P0022,E005,2026-06-11,Client Review,5.6,322.82,4,0,1
A002138,P0003,E024,2025-07-11,Data Collection,1.2,43.83,7,0,1
A002139,P0118,E011,2025-12-06,Project Administration,6.3,482.99,0,0,0
A002140,P0038,E035,2025-10-25,Stakeholder Meeting,8.5,715.85,5,0,1
A002141,P0014,E040,2025-02-08,Issue Resolution,5.9,366.37,5,0,0
A002142,P0022,E049,2026-06-06,Reporting,3.2,145.29,7,1,1
A002143,P0031,E018,2025-11-19,Quality Review,3.0,215.75,4,0,1
A002144,P0079,E015,2026-05-26,Reporting,3.2,253.75,6,1,2
A002145,P0108,E016,2025-05-22,Data Collection,9.3,690.89,1,0,0
A002146,P0034,E039,2025-04-04,Kickoff,5.3,298.64,0,1,2
A002147,P0083,E023,2025-05-05,Client Review,1.3,74.23,5,0,1
A002148,P0008,E002,2026-01-14,Project Administration,6.5,441.65,0,0,0
A002149,P0002,E048,2025-11-20,Issue Resolution,5.9,274.96,6,1,2
A002150,P0007,E006,2026-08-15,Analysis,4.4,377.39,0,0,1
A002151,P0111,E047,2026-02-03,Stakeholder Meeting,2.9,119.3,5,1,1
A002152,P0070,E009,2026-07-18,Stakeholder Meeting,2.8,179.74,3,1,2
A002153,P0097,E027,2025-10-11,Client Review,8.2,709.84,5,2,2
A002154,P0003,E016,2025-07-15,Reporting,6.1,407.27,4,1,2
A002155,P0003,E035,2025-10-26,Issue Resolution,6.7,540.4,3,0,0
A002156,P0102,E021,2025-12-03,Project Administration,6.1,301.19,3,0,0
A002157,P0013,E019,2025-04-15,Stakeholder Meeting,6.3,388.9,4,1,1
A002158,P0019,E024,2026-06-09,Reporting,4.3,334.47,5,0,0
A002159,P0063,E049,2025-08-20,Quality Review,5.0,441.5,5,0,0
A002160,P0073,E013,2026-07-22,Project Administration,8.4,618.09,3,0,1
A002161,P0028,E011,2026-05-24,Stakeholder Meeting,9.0,446.09,2,0,0
A002162,P0054,E004,2025-09-14,Data Collection,2.4,105.07,0,0,1
A002163,P0081,E037,2025-10-25,Stakeholder Meeting,5.0,427.46,6,0,1
A002164,P0054,E034,2025-10-06,Reporting,7.6,518.64,1,2,3
A002165,P0046,E031,2026-02-04,Project Administration,10.2,469.53,3,1,1
A002166,P0009,E002,2026-04-14,Issue Resolution,10.0,641.41,7,0,1
A002167,P0055,E040,2025-12-18,Kickoff,3.5,149.03,6,0,0
A002168,P0097,E041,2025-10-12,Quality Review,8.7,359.4,2,1,2
A002169,P0076,E048,2025-08-26,Data Collection,5.6,505.11,3,0,1
A002170,P0108,E047,2025-03-06,Stakeholder Meeting,8.1,548.19,2,0,1
A002171,P0016,E014,2026-07-27,Project Administration,7.5,374.51,5,1,1
A002172,P0002,E036,2025-08-23,Project Administration,2.3,202.11,1,0,1
A002173,P0066,E021,2026-01-13,Data Collection,6.9,655.04,7,0,0
A002174,P0022,E030,2026-06-04,Data Collection,8.0,704.42,7,0,1
A002175,P0072,E017,2026-04-26,Client Review,5.4,431.22,2,0,1
A002176,P0109,E033,2025-10-30,Stakeholder Meeting,4.9,454.35,1,0,1
A002177,P0041,E048,2026-07-16,Stakeholder Meeting,1.6,74.95,4,0,1
A002178,P0066,E033,2026-03-24,Issue Resolution,7.2,631.16,5,1,2
A002179,P0082,E047,2026-05-11,Project Administration,6.0,339.15,5,1,2
A002180,P0019,E047,2026-04-14,Project Administration,3.2,118.19,0,0,0
A002181,P0108,E006,2025-02-19,Issue Resolution,4.7,173.63,5,0,0
A002182,P0025,E049,2025-10-31,Project Administration,5.9,272.99,0,0,1
A002183,P0097,E041,2025-10-02,Client Review,4.1,335.25,2,0,0
A002184,P0080,E022,2026-05-22,Issue Resolution,5.5,488.4,5,0,0
A002185,P0017,E031,2025-12-28,Quality Review,1.1,46.95,7,0,1
A002186,P0087,E031,2026-04-06,Kickoff,8.9,762.93,5,0,1
A002187,P0024,E040,2026-08-18,Issue Resolution,5.5,441.81,1,0,1
A002188,P0072,E041,2026-08-04,Project Administration,2.8,106.77,5,0,0
A002189,P0116,E006,2026-03-08,Analysis,0.5,39.44,0,0,1
A002190,P0115,E001,2025-05-26,Stakeholder Meeting,8.1,302.15,1,2,3
A002191,P0105,E013,2026-02-23,Reporting,6.9,350.21,0,0,1
A002192,P0060,E027,2025-07-31,Reporting,6.0,401.13,7,2,3
A002193,P0068,E043,2025-07-31,Client Review,7.7,689.58,2,0,1
A002194,P0037,E033,2025-07-10,Stakeholder Meeting,7.7,318.17,4,0,0
A002195,P0111,E007,2026-02-04,Issue Resolution,6.0,335.39,6,1,1
A002196,P0058,E036,2025-08-01,Issue Resolution,4.9,341.11,7,0,1
A002197,P0093,E024,2025-02-16,Project Administration,4.5,357.36,7,0,1
A002198,P0044,E019,2025-11-26,Reporting,6.6,593.49,1,1,2
A002199,P0089,E039,2025-03-25,Kickoff,9.0,568.18,3,0,1
A002200,P0027,E015,2025-12-19,Issue Resolution,5.2,444.36,3,1,1
A002201,P0089,E031,2025-02-20,Kickoff,9.2,662.6,6,0,0
A002202,P0006,E010,2025-08-06,Data Collection,6.4,302.36,2,1,1
A002203,P0013,E020,2025-04-13,Analysis,6.5,453.54,1,0,1
A002204,P0043,E028,2026-03-20,Data Collection,11.5,619.03,6,0,0
A002205,P0058,E032,2025-08-31,Client Review,9.6,741.3,3,1,1
A002206,P0086,E046,2025-12-28,Stakeholder Meeting,9.7,505.1,5,0,1
A002207,P0044,E015,2025-09-05,Data Collection,3.5,177.7,3,0,0
A002208,P0003,E045,2025-09-26,Kickoff,11.0,1008.94,3,1,1
A002209,P0040,E041,2026-05-08,Data Collection,5.3,474.47,0,1,1
A002210,P0053,E018,2025-05-02,Client Review,4.9,304.31,0,0,1
A002211,P0066,E008,2026-02-12,Issue Resolution,0.5,40.46,0,0,1
A002212,P0078,E013,2025-12-23,Analysis,6.3,591.72,1,1,1
A002213,P0030,E033,2026-03-15,Kickoff,2.8,112.89,2,0,1
A002214,P0074,E040,2025-12-25,Reporting,6.5,463.9,0,0,0
A002215,P0076,E031,2025-09-25,Issue Resolution,2.6,130.55,1,0,1
A002216,P0094,E037,2025-05-24,Kickoff,10.0,830.01,6,0,1
A002217,P0063,E006,2025-08-25,Issue Resolution,6.9,283.48,6,1,1
A002218,P0098,E026,2026-04-26,Data Collection,11.2,922.08,2,0,0
A002219,P0027,E044,2025-12-20,Analysis,2.9,136.41,7,1,2
A002220,P0086,E020,2026-01-22,Reporting,9.4,586.19,0,0,0
A002221,P0006,E045,2025-08-27,Kickoff,1.0,83.83,0,0,0
A002222,P0013,E007,2025-03-05,Analysis,6.0,234.29,2,0,0
A002223,P0104,E049,2025-06-19,Data Collection,3.9,353.69,2,1,2
A002224,P0058,E040,2025-08-08,Data Collection,4.4,211.38,0,0,0
A002225,P0075,E032,2026-04-20,Client Review,4.2,273.18,6,0,1
A002226,P0073,E031,2026-07-25,Analysis,3.2,253.04,7,0,0
A002227,P0084,E047,2026-07-09,Kickoff,2.4,101.78,2,0,0
A002228,P0030,E019,2026-02-15,Data Collection,4.4,314.71,2,0,1
A002229,P0022,E009,2026-06-11,Kickoff,5.8,382.42,5,0,1
A002230,P0006,E046,2025-07-26,Reporting,8.4,589.26,7,0,1
A002231,P0104,E006,2025-04-21,Project Administration,6.2,463.45,2,0,1
A002232,P0027,E033,2026-01-30,Data Collection,8.4,506.0,5,0,0
A002233,P0070,E014,2026-07-01,Client Review,1.8,95.27,0,1,1
A002234,P0055,E047,2025-11-19,Stakeholder Meeting,4.4,202.54,4,1,1
A002235,P0020,E049,2026-04-08,Kickoff,7.3,666.81,7,1,1
A002236,P0050,E024,2025-06-20,Client Review,6.4,378.13,3,1,1
A002237,P0010,E027,2025-03-22,Data Collection,3.3,171.38,5,0,0
A002238,P0022,E023,2026-07-31,Quality Review,7.8,297.59,5,0,1
A002239,P0017,E022,2026-01-23,Quality Review,4.2,336.3,5,0,0
A002240,P0099,E047,2026-06-22,Reporting,3.6,239.99,5,0,1
A002241,P0069,E015,2026-03-16,Data Collection,6.7,311.27,7,1,2
A002242,P0112,E048,2025-05-12,Analysis,5.5,487.31,0,0,0
A002243,P0053,E033,2025-04-02,Client Review,4.2,382.31,7,0,0
A002244,P0025,E049,2025-09-24,Project Administration,4.1,360.15,7,0,1
A002245,P0074,E031,2025-11-28,Kickoff,2.8,192.24,7,0,1
A002246,P0112,E041,2025-05-11,Stakeholder Meeting,4.5,258.29,2,0,0
A002247,P0064,E025,2025-12-01,Issue Resolution,8.3,371.12,4,0,1
A002248,P0003,E024,2025-09-16,Analysis,6.1,351.57,2,0,0
A002249,P0037,E013,2025-09-17,Quality Review,7.9,566.67,6,1,1
A002250,P0111,E011,2026-02-03,Project Administration,6.8,330.43,3,0,0
A002251,P0063,E002,2025-09-08,Project Administration,4.0,251.35,2,0,1
A002252,P0115,E020,2025-05-01,Reporting,1.4,97.14,5,1,2
A002253,P0062,E050,2025-07-05,Client Review,3.2,252.44,0,0,1
A002254,P0002,E047,2025-11-25,Reporting,3.8,153.83,3,0,1
A002255,P0105,E035,2026-01-18,Analysis,3.6,313.27,1,0,0
A002256,P0092,E019,2026-02-17,Issue Resolution,8.0,498.92,2,0,0
A002257,P0086,E027,2026-03-06,Kickoff,7.9,552.34,3,0,1
A002258,P0117,E038,2025-11-18,Kickoff,11.0,1005.61,0,0,1
A002259,P0024,E001,2026-08-24,Reporting,3.6,162.28,6,1,2
A002260,P0109,E047,2025-10-17,Issue Resolution,9.5,836.66,3,0,1
A002261,P0028,E044,2026-05-19,Issue Resolution,9.5,791.03,2,0,1
A002262,P0117,E049,2025-08-26,Client Review,4.9,463.74,1,0,0
A002263,P0023,E005,2025-07-04,Stakeholder Meeting,6.7,392.5,7,1,2
A002264,P0067,E048,2025-09-01,Stakeholder Meeting,8.6,366.45,6,0,1
A002265,P0095,E031,2025-12-30,Stakeholder Meeting,5.4,193.59,3,0,0
A002266,P0010,E028,2025-03-04,Analysis,5.2,429.29,2,0,1
A002267,P0009,E009,2026-04-13,Stakeholder Meeting,3.9,168.46,3,0,0
A002268,P0102,E025,2025-12-21,Kickoff,0.5,26.68,7,0,0
A002269,P0008,E019,2025-12-19,Analysis,5.7,537.16,1,1,2
A002270,P0074,E050,2026-01-08,Project Administration,3.7,227.65,5,0,0
A002271,P0113,E017,2026-06-08,Client Review,2.8,136.84,7,0,0
A002272,P0074,E011,2025-10-05,Data Collection,6.6,529.28,6,1,2
A002273,P0058,E048,2025-09-03,Analysis,1.9,97.46,6,1,2
A002274,P0051,E010,2025-09-07,Analysis,7.5,501.46,7,0,0
A002275,P0077,E046,2025-09-04,Analysis,6.7,297.75,0,0,1
A002276,P0069,E049,2026-03-13,Client Review,4.5,281.92,1,2,3
A002277,P0061,E016,2026-04-29,Project Administration,5.3,220.04,1,0,1
A002278,P0019,E035,2026-04-05,Client Review,2.5,203.46,4,0,1
A002279,P0080,E040,2026-04-05,Quality Review,7.4,421.12,3,0,0
A002280,P0089,E027,2025-02-23,Data Collection,6.0,324.77,0,0,0
A002281,P0086,E035,2025-12-03,Data Collection,6.2,586.69,4,0,0
A002282,P0010,E007,2025-02-22,Issue Resolution,6.8,576.52,0,1,2
A002283,P0085,E026,2025-10-16,Client Review,3.9,266.12,3,0,0
A002284,P0088,E026,2025-12-13,Quality Review,1.7,155.81,2,0,1
A002285,P0023,E029,2025-05-07,Reporting,7.9,376.7,7,0,1
A002286,P0102,E048,2025-12-17,Issue Resolution,7.2,499.75,5,0,1
A002287,P0063,E042,2025-09-08,Issue Resolution,4.2,381.12,4,1,2
A002288,P0057,E031,2025-06-28,Kickoff,6.5,449.69,6,1,1
A002289,P0087,E021,2026-04-02,Stakeholder Meeting,8.6,459.92,1,1,2
A002290,P0062,E021,2025-07-22,Kickoff,8.3,694.7,2,2,3
A002291,P0066,E002,2026-02-16,Stakeholder Meeting,4.1,177.65,6,0,1
A002292,P0038,E028,2025-10-22,Reporting,1.8,79.42,5,0,0
A002293,P0112,E013,2025-05-13,Data Collection,2.2,173.51,0,0,1
A002294,P0117,E045,2025-08-08,Data Collection,4.7,184.05,1,1,1
A002295,P0016,E039,2026-05-15,Quality Review,9.2,349.95,1,0,1
A002296,P0088,E046,2025-12-11,Quality Review,3.7,213.65,0,0,1
A002297,P0003,E050,2025-09-21,Client Review,4.0,235.5,5,0,1
A002298,P0045,E021,2026-02-15,Kickoff,4.0,252.72,0,0,1
A002299,P0117,E022,2025-11-11,Analysis,4.2,333.66,6,0,1
A002300,P0021,E031,2026-05-09,Issue Resolution,5.5,380.22,4,1,2
A002301,P0046,E022,2026-01-22,Client Review,2.3,178.97,6,0,1
A002302,P0027,E014,2025-12-12,Project Administration,8.2,311.55,3,0,1
A002303,P0088,E036,2025-11-28,Issue Resolution,5.1,275.11,7,0,1
A002304,P0056,E023,2025-06-09,Issue Resolution,11.7,1087.92,2,0,0
A002305,P0072,E048,2026-06-19,Quality Review,2.6,157.73,4,0,1
A002306,P0114,E011,2026-06-18,Project Administration,9.5,459.32,0,0,0
A002307,P0063,E023,2025-09-16,Stakeholder Meeting,9.0,850.73,6,0,1
A002308,P0089,E027,2025-04-05,Project Administration,4.5,268.56,4,0,1
A002309,P0012,E046,2026-04-16,Stakeholder Meeting,4.5,286.77,1,1,2
A002310,P0026,E029,2026-07-10,Stakeholder Meeting,3.2,154.97,6,0,0
A002311,P0114,E004,2026-06-01,Client Review,3.2,238.02,7,1,2
A002312,P0104,E017,2025-07-10,Stakeholder Meeting,5.5,260.89,0,0,0
A002313,P0079,E045,2026-06-23,Data Collection,5.6,400.93,6,0,0
A002314,P0046,E014,2025-12-28,Project Administration,1.5,120.67,5,0,0
A002315,P0024,E018,2026-08-27,Quality Review,11.2,830.41,2,0,1
A002316,P0103,E008,2026-01-09,Project Administration,4.9,198.07,5,0,1
A002317,P0095,E036,2026-01-28,Stakeholder Meeting,5.7,226.78,6,0,1
A002318,P0030,E007,2025-12-20,Project Administration,3.9,333.61,3,0,0
A002319,P0071,E019,2025-12-28,Reporting,4.8,428.51,5,1,1
A002320,P0075,E036,2026-03-03,Client Review,4.6,198.44,0,1,2
A002321,P0058,E045,2025-07-26,Client Review,5.5,316.4,7,0,1
A002322,P0112,E012,2025-04-07,Data Collection,5.5,408.34,7,1,2
A002323,P0015,E017,2025-08-29,Issue Resolution,7.5,638.47,1,2,2
A002324,P0031,E006,2025-12-19,Project Administration,6.1,546.19,3,0,1
A002325,P0012,E022,2026-05-17,Reporting,7.3,561.52,1,0,0
A002326,P0084,E050,2026-03-21,Project Administration,5.5,241.17,3,0,1
A002327,P0078,E016,2025-10-26,Issue Resolution,6.1,494.72,2,1,1
A002328,P0119,E013,2025-11-10,Reporting,4.9,424.05,6,1,2
A002329,P0066,E020,2026-01-16,Quality Review,8.0,448.63,5,0,1
A002330,P0019,E045,2026-03-22,Issue Resolution,6.3,407.29,6,1,1
A002331,P0055,E028,2026-01-18,Data Collection,5.1,229.41,6,0,0
A002332,P0011,E031,2025-02-18,Reporting,5.0,266.36,5,0,1
A002333,P0081,E040,2025-10-26,Issue Resolution,5.2,453.38,1,0,0
A002334,P0081,E036,2025-12-31,Project Administration,5.6,225.85,6,1,2
A002335,P0103,E030,2026-01-03,Analysis,5.4,436.03,6,0,1
A002336,P0041,E029,2026-06-17,Kickoff,4.1,167.52,0,0,1
A002337,P0038,E027,2025-10-16,Stakeholder Meeting,7.4,388.92,0,1,2
A002338,P0009,E010,2026-04-23,Issue Resolution,7.6,531.58,6,0,0
A002339,P0050,E021,2025-07-01,Quality Review,10.0,351.99,3,1,2
A002340,P0058,E043,2025-08-26,Kickoff,4.0,302.09,2,0,1
A002341,P0091,E002,2025-05-23,Data Collection,7.2,388.6,3,0,0
A002342,P0091,E042,2025-05-08,Stakeholder Meeting,0.7,55.94,6,0,1
A002343,P0017,E029,2026-01-23,Stakeholder Meeting,7.6,710.71,2,1,2
A002344,P0035,E018,2026-03-31,Data Collection,1.9,113.98,2,1,2
A002345,P0062,E006,2025-08-09,Quality Review,3.0,110.4,3,0,0
A002346,P0041,E039,2026-05-15,Quality Review,6.3,541.38,0,0,1
A002347,P0004,E001,2025-07-17,Data Collection,3.9,200.75,0,1,1
A002348,P0102,E028,2025-12-20,Analysis,3.6,158.1,3,0,0
A002349,P0088,E009,2025-12-23,Reporting,4.3,377.34,0,0,0
A002350,P0063,E046,2025-09-10,Project Administration,7.3,357.35,6,1,1
A002351,P0039,E010,2026-06-22,Project Administration,3.2,228.21,3,0,0
A002352,P0102,E041,2025-12-07,Reporting,5.4,271.29,4,1,1
A002353,P0005,E029,2025-01-26,Kickoff,4.6,357.64,2,0,0
A002354,P0054,E003,2025-09-21,Project Administration,7.5,554.44,6,1,2
A002355,P0097,E037,2025-09-28,Project Administration,7.6,498.18,3,2,3
A002356,P0115,E044,2025-07-16,Analysis,0.9,61.47,0,0,0
A002357,P0031,E012,2025-12-20,Stakeholder Meeting,8.1,393.94,3,0,1
A002358,P0079,E049,2026-05-23,Kickoff,4.0,145.26,1,0,0
A002359,P0023,E040,2025-09-13,Issue Resolution,6.1,506.56,4,1,1
A002360,P0014,E038,2025-01-30,Client Review,3.2,282.75,4,0,1
A002361,P0043,E017,2026-06-03,Kickoff,6.4,522.7,3,0,1
A002362,P0107,E006,2026-01-15,Client Review,11.9,921.96,3,1,2
A002363,P0083,E022,2025-05-06,Stakeholder Meeting,5.8,367.23,4,0,1
A002364,P0059,E041,2025-11-19,Quality Review,4.4,308.15,5,0,0
A002365,P0034,E030,2025-04-13,Data Collection,4.9,374.84,7,0,1
A002366,P0017,E033,2026-01-14,Issue Resolution,1.8,65.83,7,2,3
A002367,P0033,E040,2026-06-01,Stakeholder Meeting,9.1,549.82,0,0,1
A002368,P0019,E017,2026-05-22,Issue Resolution,6.3,305.43,5,1,2
A002369,P0023,E002,2025-08-26,Data Collection,2.9,164.91,0,0,1
A002370,P0083,E045,2025-04-28,Reporting,3.0,239.86,3,1,2
A002371,P0016,E031,2026-05-19,Analysis,5.5,312.42,5,0,0
A002372,P0006,E029,2025-07-30,Project Administration,7.8,618.9,4,0,1
A002373,P0066,E029,2026-02-20,Reporting,2.6,242.61,6,1,2
A002374,P0035,E043,2026-05-24,Client Review,8.3,750.34,7,1,2
A002375,P0055,E039,2025-11-22,Kickoff,5.3,448.72,7,0,0
A002376,P0017,E034,2025-12-31,Client Review,3.2,275.77,5,0,0
A002377,P0026,E040,2026-07-18,Kickoff,4.3,252.13,5,0,1
A002378,P0053,E015,2025-06-26,Stakeholder Meeting,9.9,781.06,6,0,0
A002379,P0083,E036,2025-05-09,Analysis,2.0,150.04,1,1,1
A002380,P0050,E049,2025-04-15,Kickoff,3.7,347.7,2,1,1
A002381,P0066,E012,2025-12-29,Reporting,7.9,549.0,2,0,0
A002382,P0063,E029,2025-08-26,Analysis,6.0,364.72,5,0,0
A002383,P0033,E035,2026-06-04,Quality Review,3.5,298.33,2,0,1
A002384,P0034,E026,2025-04-04,Client Review,7.9,631.8,1,0,1
A002385,P0052,E049,2025-12-29,Data Collection,8.0,339.93,6,0,0
A002386,P0004,E021,2025-04-20,Client Review,6.3,445.89,5,1,2
A002387,P0083,E011,2025-05-01,Analysis,4.0,282.15,4,0,1
A002388,P0074,E007,2025-12-20,Analysis,4.4,320.75,7,0,0
A002389,P0037,E043,2025-10-29,Reporting,6.2,567.24,6,1,1
A002390,P0045,E035,2026-01-19,Reporting,2.2,156.47,7,0,1
A002391,P0040,E029,2026-06-07,Reporting,8.8,767.37,2,0,0
A002392,P0079,E022,2026-07-01,Data Collection,9.8,553.73,0,0,1
A002393,P0092,E021,2026-03-06,Reporting,4.9,188.37,2,0,0
A002394,P0014,E047,2025-03-16,Analysis,6.4,368.09,6,0,0
A002395,P0050,E035,2025-06-10,Analysis,8.5,569.16,7,0,0
A002396,P0002,E049,2025-12-15,Project Administration,10.4,883.99,0,0,0
A002397,P0055,E041,2026-01-20,Kickoff,9.4,685.36,6,0,0
A002398,P0030,E039,2026-02-15,Stakeholder Meeting,1.2,73.84,3,0,0
A002399,P0041,E028,2026-04-24,Stakeholder Meeting,4.7,294.75,6,0,1
A002400,P0055,E013,2026-02-14,Analysis,6.8,644.64,5,0,1
A002401,P0039,E033,2026-06-20,Issue Resolution,4.3,186.97,0,0,1
A002402,P0048,E036,2025-07-07,Quality Review,10.0,473.31,3,0,1
A002403,P0092,E027,2026-04-28,Client Review,9.6,696.16,0,0,0
A002404,P0098,E002,2026-05-21,Stakeholder Meeting,3.5,269.8,2,0,1
A002405,P0001,E049,2026-07-25,Project Administration,5.1,299.36,6,2,2
A002406,P0046,E042,2026-01-10,Client Review,3.6,132.94,5,0,1
A002407,P0102,E018,2026-01-27,Analysis,5.0,331.6,5,0,1
A002408,P0064,E025,2025-10-26,Project Administration,4.9,213.94,5,0,1
A002409,P0025,E007,2025-09-11,Issue Resolution,7.9,303.07,0,0,1
A002410,P0072,E047,2026-04-24,Reporting,3.3,183.76,4,1,2
A002411,P0018,E012,2025-03-05,Kickoff,0.5,21.57,3,1,1
A002412,P0003,E019,2025-05-28,Reporting,1.5,92.01,4,2,3
A002413,P0076,E022,2025-10-23,Client Review,2.9,234.03,1,0,0
A002414,P0062,E014,2025-08-04,Stakeholder Meeting,3.9,147.51,5,0,1
A002415,P0091,E032,2025-04-13,Data Collection,6.0,389.96,4,1,1
A002416,P0042,E050,2025-09-02,Reporting,2.8,181.49,3,0,0
A002417,P0103,E043,2026-03-16,Issue Resolution,2.5,87.77,0,0,1
A002418,P0051,E027,2025-11-02,Analysis,3.2,253.74,0,0,1
A002419,P0089,E007,2025-02-28,Quality Review,2.7,109.04,2,0,0
A002420,P0013,E044,2025-03-31,Kickoff,4.1,372.79,4,1,1
A002421,P0012,E013,2026-04-08,Client Review,4.0,293.45,7,1,2
A002422,P0094,E046,2025-04-25,Issue Resolution,7.2,376.34,5,0,0
A002423,P0101,E020,2026-05-27,Client Review,3.0,271.55,3,0,1
A002424,P0114,E026,2026-10-12,Stakeholder Meeting,4.6,271.53,2,1,2
A002425,P0039,E022,2026-08-05,Kickoff,4.1,207.52,1,0,1
A002426,P0003,E023,2025-06-28,Quality Review,7.5,435.53,1,1,1
A002427,P0118,E009,2025-12-01,Project Administration,5.1,365.65,0,0,1
A002428,P0073,E028,2026-08-21,Kickoff,8.1,635.17,7,1,2
A002429,P0030,E021,2026-03-26,Data Collection,2.6,194.24,0,0,1
A002430,P0092,E043,2026-04-24,Issue Resolution,5.4,487.48,6,0,1
A002431,P0109,E024,2025-10-10,Reporting,4.1,378.72,4,1,2
A002432,P0035,E049,2026-04-10,Data Collection,2.4,112.38,4,1,2
A002433,P0093,E015,2025-01-29,Kickoff,5.3,475.69,7,1,1
A002434,P0095,E017,2025-11-22,Stakeholder Meeting,9.8,405.73,6,0,0
A002435,P0061,E002,2026-02-18,Reporting,3.4,314.21,1,1,2
A002436,P0076,E037,2025-08-05,Issue Resolution,5.2,262.92,7,0,1
A002437,P0033,E004,2026-04-17,Issue Resolution,2.2,112.08,1,0,1
A002438,P0112,E015,2025-04-12,Quality Review,1.9,114.56,4,0,0
A002439,P0118,E046,2025-11-24,Stakeholder Meeting,3.5,160.67,5,0,1
A002440,P0118,E031,2025-11-16,Project Administration,4.4,372.52,1,1,1
A002441,P0089,E028,2025-02-17,Client Review,4.5,191.18,5,1,2
A002442,P0006,E041,2025-09-20,Data Collection,4.9,300.65,5,0,0
A002443,P0044,E039,2025-10-16,Client Review,1.4,125.2,7,0,0
A002444,P0054,E045,2025-08-21,Client Review,3.9,285.18,7,0,0
A002445,P0116,E034,2026-06-20,Analysis,6.8,485.72,3,0,1
A002446,P0066,E023,2026-03-13,Project Administration,2.1,198.83,5,0,1
A002447,P0065,E007,2025-07-25,Analysis,4.6,167.22,6,1,2
A002448,P0018,E019,2025-03-11,Quality Review,6.2,335.96,0,0,0
A002449,P0096,E036,2026-03-14,Quality Review,3.5,148.75,5,0,1
A002450,P0041,E013,2026-07-26,Client Review,6.4,294.88,7,1,1
A002451,P0012,E034,2026-06-18,Project Administration,1.7,81.53,0,0,0
A002452,P0119,E007,2025-09-09,Stakeholder Meeting,7.7,559.12,6,0,0
A002453,P0023,E004,2025-09-07,Stakeholder Meeting,6.4,328.49,0,0,1
A002454,P0002,E019,2025-10-07,Client Review,5.6,419.17,3,0,1
A002455,P0010,E012,2025-03-16,Project Administration,8.3,658.06,6,0,0
A002456,P0055,E044,2026-02-03,Project Administration,4.7,277.84,7,1,1
A002457,P0013,E019,2025-04-09,Client Review,4.0,268.72,5,0,0
A002458,P0102,E021,2025-11-27,Client Review,8.9,382.04,5,1,2
A002459,P0062,E021,2025-07-18,Client Review,10.1,809.6,2,1,1
A002460,P0039,E016,2026-08-10,Project Administration,3.8,228.56,6,1,2
A002461,P0001,E046,2026-08-16,Kickoff,5.2,442.41,5,1,1
A002462,P0058,E037,2025-08-01,Reporting,8.1,539.24,7,1,2
A002463,P0019,E008,2026-03-17,Kickoff,5.3,407.07,4,1,2
A002464,P0118,E011,2025-11-30,Reporting,7.0,395.6,0,0,0
A002465,P0035,E005,2026-06-18,Stakeholder Meeting,7.5,429.8,4,0,1
A002466,P0057,E013,2025-08-25,Analysis,4.1,250.88,6,1,1
A002467,P0003,E033,2025-11-10,Project Administration,6.5,475.55,6,1,2
A002468,P0016,E047,2026-07-04,Client Review,5.5,359.66,3,1,1
A002469,P0025,E025,2025-09-09,Reporting,2.5,208.14,1,0,1
A002470,P0007,E005,2026-05-04,Issue Resolution,3.0,114.86,6,1,2
A002471,P0088,E003,2025-12-22,Kickoff,3.9,347.23,6,1,2
A002472,P0114,E021,2026-06-11,Reporting,7.8,706.39,7,0,0
A002473,P0119,E014,2025-10-24,Data Collection,7.9,392.19,5,0,0
